Date/Time,V10,D10,V70,D70,V80,D80
2019-05-13_16:00:00,2.530,268.3,3.431,152.8,NAN,NAN
2019-05-13_17:00:00,2.332,264.1,3.638,142.9,NAN,NAN
2019-05-13_18:00:00,2.435,279.0,3.254,151.9,NAN,NAN
2019-05-13_19:00:00,2.365,271.9,3.329,153.2,NAN,NAN
2019-05-13_20:00:00,2.212,282.7,2.919,148.2,NAN,NAN
2019-05-13_21:00:00,1.489,263.2,1.837,139.7,NAN,NAN
2019-05-13_22:00:00,0.839,197.4,0.990,85.9,NAN,NAN
2019-05-13_23:00:00,0.495,123.7,0.585,7.2,NAN,NAN
2019-05-14_00:00:00,1.220,148.2,1.053,41.1,NAN,NAN
2019-05-14_01:00:00,1.599,158.6,1.981,27.6,NAN,NAN
2019-05-14_02:00:00,2.027,172.7,2.377,45.5,NAN,NAN
2019-05-14_03:00:00,3.025,212.7,2.680,82.8,NAN,NAN
2019-05-14_04:00:00,2.822,208.2,2.769,83.2,NAN,NAN
2019-05-14_05:00:00,3.533,216.7,3.712,85.5,NAN,NAN
2019-05-14_06:00:00,2.620,187.4,3.135,59.1,NAN,NAN
2019-05-14_07:00:00,2.480,162.8,2.917,45.3,NAN,NAN
2019-05-14_08:00:00,2.296,147.0,2.566,31.5,NAN,NAN
2019-05-14_09:00:00,3.099,126.8,3.037,5.0,NAN,NAN
2019-05-14_10:00:00,3.427,88.3,3.628,331.6,NAN,NAN
2019-05-14_11:00:00,2.859,91.2,2.990,326.0,NAN,NAN
2019-05-14_12:00:00,3.794,64.8,4.093,298.0,NAN,NAN
2019-05-14_13:00:00,3.886,65.4,4.091,302.9,NAN,NAN
2019-05-14_14:00:00,4.266,55.2,4.293,298.3,NAN,NAN
2019-05-14_15:00:00,4.008,50.4,4.699,291.7,NAN,NAN
2019-05-14_16:00:00,4.230,45.6,4.777,286.0,NAN,NAN
2019-05-14_17:00:00,3.504,46.9,4.038,293.9,NAN,NAN
2019-05-14_18:00:00,1.997,53.6,2.553,306.4,NAN,NAN
2019-05-14_19:00:00,3.480,35.2,3.404,293.6,NAN,NAN
2019-05-14_20:00:00,2.839,44.8,3.471,306.6,NAN,NAN
2019-05-14_21:00:00,2.555,34.0,2.702,302.3,NAN,NAN
2019-05-14_22:00:00,4.316,34.1,4.278,283.3,NAN,NAN
2019-05-14_23:00:00,2.038,60.8,2.296,301.1,NAN,NAN
2019-05-15_00:00:00,0.691,158.6,0.653,223.8,NAN,NAN
2019-05-15_01:00:00,1.701,6.4,1.434,224.7,NAN,NAN
2019-05-15_02:00:00,1.065,199.2,0.965,75.7,NAN,NAN
2019-05-15_03:00:00,1.689,90.9,1.827,306.1,NAN,NAN
2019-05-15_04:00:00,NAN,NAN,NAN,NAN,NAN,NAN
2019-05-15_05:00:00,2.382,215.9,2.191,224.4,NAN,NAN
2019-05-15_06:00:00,1.843,170.8,2.053,166.9,NAN,NAN
2019-05-15_07:00:00,1.916,212.6,1.887,199.2,NAN,NAN
2019-05-15_08:00:00,1.132,173.5,0.955,180.7,NAN,NAN
2019-05-15_09:00:00,1.074,169.9,1.015,158.0,NAN,NAN
2019-05-15_10:00:00,1.305,138.2,1.432,137.8,NAN,NAN
2019-05-15_11:00:00,0.668,37.1,0.333,71.5,NAN,NAN
2019-05-15_12:00:00,0.735,61.4,0.359,261.7,NAN,NAN
2019-05-15_13:00:00,0.804,318.8,1.059,287.0,NAN,NAN
2019-05-15_14:00:00,0.860,196.1,0.852,252.6,NAN,NAN
2019-05-15_15:00:00,0.743,76.8,0.370,14.2,NAN,NAN
2019-05-15_16:00:00,0.951,1.6,0.871,281.4,NAN,NAN
2019-05-15_17:00:00,1.469,272.7,1.271,269.3,NAN,NAN
2019-05-15_18:00:00,3.361,273.7,3.451,267.2,NAN,NAN
2019-05-15_19:00:00,3.868,270.3,4.025,260.2,NAN,NAN
2019-05-15_20:00:00,3.755,279.9,3.697,271.3,NAN,NAN
2019-05-15_21:00:00,4.485,273.7,4.368,269.7,NAN,NAN
2019-05-15_22:00:00,4.752,287.2,4.657,282.9,NAN,NAN
2019-05-15_23:00:00,5.206,277.4,4.850,279.5,NAN,NAN
2019-05-16_00:00:00,5.946,269.2,5.740,267.8,NAN,NAN
2019-05-16_01:00:00,4.910,293.7,5.737,298.7,NAN,NAN
2019-05-16_02:00:00,6.866,303.2,7.673,310.0,NAN,NAN
2019-05-16_03:00:00,3.924,305.9,3.937,321.5,NAN,NAN
2019-05-16_04:00:00,3.402,301.2,3.481,307.8,NAN,NAN
2019-05-16_05:00:00,4.010,295.6,5.608,304.8,NAN,NAN
2019-05-16_06:00:00,1.572,293.8,2.292,313.9,NAN,NAN
2019-05-16_07:00:00,1.224,151.7,0.757,119.5,NAN,NAN
2019-05-16_08:00:00,1.199,272.4,0.970,279.2,NAN,NAN
2019-05-16_09:00:00,1.767,241.8,1.471,268.4,NAN,NAN
2019-05-16_10:00:00,3.033,274.1,3.044,273.5,NAN,NAN
2019-05-16_11:00:00,3.064,271.3,3.178,274.3,NAN,NAN
2019-05-16_12:00:00,2.783,291.3,3.230,291.4,NAN,NAN
2019-05-16_13:00:00,1.698,283.0,2.781,301.1,NAN,NAN
2019-05-16_14:00:00,4.119,289.8,5.018,297.5,NAN,NAN
2019-05-16_15:00:00,1.647,155.1,2.016,175.7,NAN,NAN
2019-05-16_16:00:00,1.920,70.4,2.216,80.0,NAN,NAN
2019-05-16_17:00:00,2.663,51.6,3.072,55.5,NAN,NAN
2019-05-16_18:00:00,1.273,91.8,1.109,68.2,NAN,NAN
2019-05-16_19:00:00,1.046,287.9,1.359,325.4,NAN,NAN
2019-05-16_20:00:00,1.330,220.9,0.983,227.2,NAN,NAN
2019-05-16_21:00:00,1.240,283.3,1.477,282.9,NAN,NAN
2019-05-16_22:00:00,1.440,216.0,1.375,240.8,NAN,NAN
2019-05-16_23:00:00,2.072,247.7,2.140,268.4,NAN,NAN
2019-05-17_00:00:00,1.103,256.5,1.108,277.9,NAN,NAN
2019-05-17_01:00:00,2.118,339.5,2.438,336.0,NAN,NAN
2019-05-17_02:00:00,1.590,200.3,1.658,221.2,NAN,NAN
2019-05-17_03:00:00,1.877,167.3,2.590,163.0,NAN,NAN
2019-05-17_04:00:00,1.409,162.1,1.566,163.1,NAN,NAN
2019-05-17_05:00:00,1.423,205.7,1.227,215.3,NAN,NAN
2019-05-17_06:00:00,2.905,248.9,2.902,259.0,NAN,NAN
2019-05-17_07:00:00,5.691,245.5,6.307,251.3,NAN,NAN
2019-05-17_08:00:00,6.973,269.0,6.801,261.7,NAN,NAN
2019-05-17_09:00:00,8.215,276.0,7.618,279.3,NAN,NAN
2019-05-17_10:00:00,8.406,280.7,7.929,283.7,NAN,NAN
2019-05-17_11:00:00,6.113,297.7,7.106,297.9,NAN,NAN
2019-05-17_12:00:00,4.082,286.1,5.077,290.2,NAN,NAN
2019-05-17_13:00:00,4.775,268.6,4.987,266.1,NAN,NAN
2019-05-17_14:00:00,5.678,263.6,5.484,259.8,NAN,NAN
2019-05-17_15:00:00,5.026,270.4,5.202,276.9,NAN,NAN
2019-05-17_16:00:00,3.668,272.9,3.724,275.0,NAN,NAN
2019-05-17_17:00:00,3.578,257.1,3.586,263.0,NAN,NAN
2019-05-17_18:00:00,1.586,268.5,1.600,250.2,NAN,NAN
2019-05-17_19:00:00,1.415,273.8,1.607,254.1,NAN,NAN
2019-05-17_20:00:00,1.771,277.4,2.196,288.7,NAN,NAN
2019-05-17_21:00:00,1.564,288.9,1.429,294.0,NAN,NAN
2019-05-17_22:00:00,0.754,54.8,0.310,334.3,NAN,NAN
2019-05-17_23:00:00,1.030,194.4,0.342,176.6,NAN,NAN
2019-05-18_00:00:00,1.402,171.9,0.966,190.7,NAN,NAN
2019-05-18_01:00:00,1.569,237.9,1.198,274.5,NAN,NAN
2019-05-18_02:00:00,2.882,277.4,2.597,292.5,NAN,NAN
2019-05-18_03:00:00,5.043,282.3,4.587,287.0,NAN,NAN
2019-05-18_04:00:00,2.835,281.5,2.715,278.7,NAN,NAN
2019-05-18_05:00:00,2.583,260.7,2.229,269.7,NAN,NAN
2019-05-18_06:00:00,2.924,227.8,2.443,243.8,NAN,NAN
2019-05-18_07:00:00,4.081,244.0,3.392,241.4,NAN,NAN
2019-05-18_08:00:00,4.868,241.5,4.589,243.2,NAN,NAN
2019-05-18_09:00:00,4.230,249.4,4.523,253.0,NAN,NAN
2019-05-18_10:00:00,3.168,273.9,3.625,269.6,NAN,NAN
2019-05-18_11:00:00,1.389,117.4,1.268,330.8,NAN,NAN
2019-05-18_12:00:00,1.307,217.2,1.079,218.2,NAN,NAN
2019-05-18_13:00:00,0.948,279.8,0.409,256.9,NAN,NAN
2019-05-18_14:00:00,1.512,261.6,1.668,262.6,NAN,NAN
2019-05-18_15:00:00,1.401,232.7,1.511,258.8,NAN,NAN
2019-05-18_16:00:00,1.257,270.9,1.748,261.4,NAN,NAN
2019-05-18_17:00:00,1.976,257.4,2.226,270.3,NAN,NAN
2019-05-18_18:00:00,1.786,263.6,2.221,268.1,NAN,NAN
2019-05-18_19:00:00,1.916,258.7,2.156,256.9,NAN,NAN
2019-05-18_20:00:00,1.666,274.5,2.224,260.8,NAN,NAN
2019-05-18_21:00:00,0.749,188.9,0.908,258.6,NAN,NAN
2019-05-18_22:00:00,0.904,221.6,0.904,233.0,NAN,NAN
2019-05-18_23:00:00,3.031,252.5,2.927,250.6,NAN,NAN
2019-05-19_00:00:00,2.877,271.8,2.648,267.5,NAN,NAN
2019-05-19_01:00:00,2.597,279.4,2.498,276.4,NAN,NAN
2019-05-19_02:00:00,2.363,232.3,1.912,249.7,NAN,NAN
2019-05-19_03:00:00,3.500,232.2,3.234,234.6,NAN,NAN
2019-05-19_04:00:00,5.393,241.1,5.336,241.8,NAN,NAN
2019-05-19_05:00:00,6.061,236.8,6.314,247.9,NAN,NAN
2019-05-19_06:00:00,6.094,252.1,6.637,254.3,NAN,NAN
2019-05-19_07:00:00,6.517,247.2,7.214,253.7,NAN,NAN
2019-05-19_08:00:00,7.434,242.6,8.565,250.9,NAN,NAN
2019-05-19_09:00:00,6.615,245.0,7.527,252.8,NAN,NAN
2019-05-19_10:00:00,5.999,244.3,6.716,254.1,NAN,NAN
2019-05-19_11:00:00,5.762,259.9,5.896,259.0,NAN,NAN
2019-05-19_12:00:00,5.419,256.7,5.951,258.4,NAN,NAN
2019-05-19_13:00:00,4.807,255.7,4.892,256.4,NAN,NAN
2019-05-19_14:00:00,4.552,253.3,4.614,255.4,NAN,NAN
2019-05-19_15:00:00,3.103,245.4,3.202,252.3,NAN,NAN
2019-05-19_16:00:00,3.462,247.5,3.992,247.0,NAN,NAN
2019-05-19_17:00:00,3.418,255.5,3.628,252.4,NAN,NAN
2019-05-19_18:00:00,2.601,247.2,2.893,250.5,NAN,NAN
2019-05-19_19:00:00,2.951,281.8,2.761,277.3,NAN,NAN
2019-05-19_20:00:00,1.684,298.3,1.519,292.7,NAN,NAN
2019-05-19_21:00:00,1.100,92.6,0.521,21.6,NAN,NAN
2019-05-19_22:00:00,0.916,20.2,0.139,82.8,NAN,NAN
2019-05-19_23:00:00,0.926,87.5,0.030,77.2,NAN,NAN
2019-05-20_00:00:00,2.209,51.9,2.286,46.9,NAN,NAN
2019-05-20_01:00:00,5.371,66.5,6.307,65.3,NAN,NAN
2019-05-20_02:00:00,10.511,75.0,12.936,76.1,NAN,NAN
2019-05-20_03:00:00,11.618,80.4,14.447,80.3,NAN,NAN
2019-05-20_04:00:00,11.369,84.4,13.903,83.8,NAN,NAN
2019-05-20_05:00:00,10.495,84.7,12.622,84.6,NAN,NAN
2019-05-20_06:00:00,10.776,82.2,12.987,82.0,NAN,NAN
2019-05-20_07:00:00,9.927,71.7,11.757,71.1,NAN,NAN
2019-05-20_08:00:00,9.830,75.1,11.658,73.1,NAN,NAN
2019-05-20_09:00:00,8.077,63.2,9.335,64.4,NAN,NAN
2019-05-20_10:00:00,7.495,63.6,8.905,64.1,NAN,NAN
2019-05-20_11:00:00,7.355,62.3,8.756,63.3,NAN,NAN
2019-05-20_12:00:00,9.338,53.9,11.450,54.8,NAN,NAN
2019-05-20_13:00:00,7.266,54.7,9.410,51.2,NAN,NAN
2019-05-20_14:00:00,6.628,50.5,8.672,47.1,NAN,NAN
2019-05-20_15:00:00,4.677,50.1,6.386,48.7,NAN,NAN
2019-05-20_16:00:00,4.552,47.5,6.219,47.9,NAN,NAN
2019-05-20_17:00:00,4.953,47.4,6.806,47.9,NAN,NAN
2019-05-20_18:00:00,5.723,50.4,7.796,49.0,NAN,NAN
2019-05-20_19:00:00,5.318,48.4,7.448,48.6,NAN,NAN
2019-05-20_20:00:00,6.642,54.7,8.734,54.5,NAN,NAN
2019-05-20_21:00:00,5.650,56.7,7.227,58.6,NAN,NAN
2019-05-20_22:00:00,5.772,59.3,7.030,61.5,NAN,NAN
2019-05-20_23:00:00,6.058,61.2,6.891,61.3,NAN,NAN
2019-05-21_00:00:00,6.882,68.5,7.942,69.4,NAN,NAN
2019-05-21_01:00:00,8.207,70.8,9.372,67.5,NAN,NAN
2019-05-21_02:00:00,8.432,59.1,9.550,61.2,NAN,NAN
2019-05-21_03:00:00,6.779,76.0,7.571,72.1,NAN,NAN
2019-05-21_04:00:00,6.568,73.0,7.325,70.1,NAN,NAN
2019-05-21_05:00:00,6.499,66.5,7.326,64.7,NAN,NAN
2019-05-21_06:00:00,6.345,77.8,7.251,74.3,NAN,NAN
2019-05-21_07:00:00,6.384,80.0,7.310,75.5,NAN,NAN
2019-05-21_08:00:00,5.680,80.5,6.471,76.5,NAN,NAN
2019-05-21_09:00:00,4.439,84.4,5.331,82.1,NAN,NAN
2019-05-21_10:00:00,4.314,72.1,5.006,73.3,NAN,NAN
2019-05-21_11:00:00,3.983,59.8,4.653,63.7,NAN,NAN
2019-05-21_12:00:00,3.635,52.6,5.082,53.0,NAN,NAN
2019-05-21_13:00:00,3.234,48.6,4.196,47.6,NAN,NAN
2019-05-21_14:00:00,3.512,36.3,4.225,40.9,NAN,NAN
2019-05-21_15:00:00,3.362,54.5,4.019,57.2,NAN,NAN
2019-05-21_16:00:00,3.261,43.6,4.094,53.2,NAN,NAN
2019-05-21_17:00:00,3.964,46.3,3.851,56.7,NAN,NAN
2019-05-21_18:00:00,3.879,44.4,3.385,60.0,NAN,NAN
2019-05-21_19:00:00,3.595,51.2,3.610,69.2,NAN,NAN
2019-05-21_20:00:00,3.805,31.2,3.748,42.8,NAN,NAN
2019-05-21_21:00:00,3.751,31.0,3.701,51.6,NAN,NAN
2019-05-21_22:00:00,3.503,43.1,3.408,63.6,NAN,NAN
2019-05-21_23:00:00,3.427,30.5,3.363,46.2,NAN,NAN
2019-05-22_00:00:00,4.530,14.3,4.150,27.6,NAN,NAN
2019-05-22_01:00:00,3.452,23.4,3.889,46.7,NAN,NAN
2019-05-22_02:00:00,1.403,69.8,1.935,101.8,NAN,NAN
2019-05-22_03:00:00,1.795,62.1,1.897,74.7,NAN,NAN
2019-05-22_04:00:00,2.429,42.9,2.771,39.0,NAN,NAN
2019-05-22_05:00:00,2.820,21.1,3.284,29.3,NAN,NAN
2019-05-22_06:00:00,2.273,21.5,2.701,33.6,NAN,NAN
2019-05-22_07:00:00,1.552,59.6,1.739,54.9,NAN,NAN
2019-05-22_08:00:00,1.181,84.6,0.904,82.0,NAN,NAN
2019-05-22_09:00:00,1.368,61.0,1.429,76.8,NAN,NAN
2019-05-22_10:00:00,1.866,58.6,2.507,67.7,NAN,NAN
2019-05-22_11:00:00,1.763,58.2,1.726,72.3,NAN,NAN
2019-05-22_12:00:00,2.635,42.0,2.992,53.4,NAN,NAN
2019-05-22_13:00:00,3.254,52.8,3.655,62.1,NAN,NAN
2019-05-22_14:00:00,4.017,46.3,4.980,51.7,NAN,NAN
2019-05-22_15:00:00,3.277,35.3,3.621,44.7,NAN,NAN
2019-05-22_16:00:00,1.857,356.8,1.620,35.5,NAN,NAN
2019-05-22_17:00:00,1.259,240.1,1.259,260.0,NAN,NAN
2019-05-22_18:00:00,1.367,250.0,1.364,270.4,NAN,NAN
2019-05-22_19:00:00,1.549,313.6,1.251,330.8,NAN,NAN
2019-05-22_20:00:00,0.458,23.9,0.637,10.3,NAN,NAN
2019-05-22_21:00:00,2.048,49.9,3.233,54.3,NAN,NAN
2019-05-22_22:00:00,2.341,60.2,3.454,67.7,NAN,NAN
2019-05-22_23:00:00,2.567,57.5,2.956,62.2,NAN,NAN
2019-05-23_00:00:00,2.632,64.0,3.150,65.4,NAN,NAN
2019-05-23_01:00:00,2.593,74.9,2.861,65.8,NAN,NAN
2019-05-23_02:00:00,3.821,63.3,4.067,57.9,NAN,NAN
2019-05-23_03:00:00,4.138,103.4,4.594,96.7,NAN,NAN
2019-05-23_04:00:00,4.357,96.5,4.578,91.0,NAN,NAN
2019-05-23_05:00:00,4.357,88.3,4.710,83.7,NAN,NAN
2019-05-23_06:00:00,5.153,102.4,5.777,98.1,NAN,NAN
2019-05-23_07:00:00,4.864,108.8,5.515,104.0,NAN,NAN
2019-05-23_08:00:00,5.108,101.1,6.134,96.7,NAN,NAN
2019-05-23_09:00:00,5.306,90.6,6.787,91.8,NAN,NAN
2019-05-23_10:00:00,4.999,79.7,6.449,79.1,NAN,NAN
2019-05-23_11:00:00,4.456,71.7,5.651,70.6,NAN,NAN
2019-05-23_12:00:00,3.926,63.3,4.750,66.9,NAN,NAN
2019-05-23_13:00:00,4.460,61.7,5.393,65.5,NAN,NAN
2019-05-23_14:00:00,5.831,58.9,6.550,63.6,NAN,NAN
2019-05-23_15:00:00,4.745,47.9,6.546,50.5,NAN,NAN
2019-05-23_16:00:00,3.929,44.2,5.411,45.2,NAN,NAN
2019-05-23_17:00:00,5.682,49.8,8.216,51.1,NAN,NAN
2019-05-23_18:00:00,5.279,51.3,7.396,52.7,NAN,NAN
2019-05-23_19:00:00,5.302,52.9,6.804,54.2,NAN,NAN
2019-05-23_20:00:00,4.391,40.9,5.524,44.1,NAN,NAN
2019-05-23_21:00:00,4.408,45.8,5.970,45.0,NAN,NAN
2019-05-23_22:00:00,5.063,49.1,6.838,49.2,NAN,NAN
2019-05-23_23:00:00,4.970,51.1,6.169,48.3,NAN,NAN
2019-05-24_00:00:00,5.566,52.9,6.847,48.6,NAN,NAN
2019-05-24_01:00:00,7.187,55.1,8.150,51.2,NAN,NAN
2019-05-24_02:00:00,7.250,53.7,8.097,53.1,NAN,NAN
2019-05-24_03:00:00,5.839,67.1,6.514,62.5,NAN,NAN
2019-05-24_04:00:00,5.477,66.0,6.052,63.6,NAN,NAN
2019-05-24_05:00:00,6.365,65.9,7.424,62.7,NAN,NAN
2019-05-24_06:00:00,6.741,72.6,7.594,67.9,NAN,NAN
2019-05-24_07:00:00,6.347,72.5,6.824,67.4,NAN,NAN
2019-05-24_08:00:00,6.354,68.0,7.157,67.0,NAN,NAN
2019-05-24_09:00:00,5.680,60.7,6.672,62.8,NAN,NAN
2019-05-24_10:00:00,5.576,62.9,6.581,63.4,NAN,NAN
2019-05-24_11:00:00,4.834,61.8,5.706,63.4,NAN,NAN
2019-05-24_12:00:00,4.733,56.3,5.475,60.8,NAN,NAN
2019-05-24_13:00:00,5.359,51.7,6.796,54.5,NAN,NAN
2019-05-24_14:00:00,4.448,45.9,5.832,47.3,NAN,NAN
2019-05-24_15:00:00,4.155,37.8,5.371,41.7,NAN,NAN
2019-05-24_16:00:00,4.090,37.4,5.221,40.5,NAN,NAN
2019-05-24_17:00:00,4.628,35.3,5.654,40.6,NAN,NAN
2019-05-24_18:00:00,4.184,32.8,5.146,38.8,NAN,NAN
2019-05-24_19:00:00,3.618,36.7,4.740,42.5,NAN,NAN
2019-05-24_20:00:00,3.365,41.1,4.497,44.1,NAN,NAN
2019-05-24_21:00:00,3.906,44.4,5.136,45.7,NAN,NAN
2019-05-24_22:00:00,4.245,39.1,5.328,43.5,NAN,NAN
2019-05-24_23:00:00,4.553,36.3,5.112,39.0,NAN,NAN
2019-05-25_00:00:00,3.890,35.0,4.591,33.6,NAN,NAN
2019-05-25_01:00:00,3.595,53.7,4.129,46.9,NAN,NAN
2019-05-25_02:00:00,3.595,52.8,3.831,44.9,NAN,NAN
2019-05-25_03:00:00,2.169,51.3,2.420,52.3,NAN,NAN
2019-05-25_04:00:00,1.928,198.2,1.568,197.8,NAN,NAN
2019-05-25_05:00:00,2.238,217.3,2.281,212.9,NAN,NAN
2019-05-25_06:00:00,1.431,202.4,1.321,198.4,NAN,NAN
2019-05-25_07:00:00,1.449,172.5,1.600,167.9,NAN,NAN
2019-05-25_08:00:00,1.283,95.3,1.321,89.8,NAN,NAN
2019-05-25_09:00:00,1.347,118.4,1.492,104.3,NAN,NAN
2019-05-25_10:00:00,0.860,93.6,0.491,75.1,NAN,NAN
2019-05-25_11:00:00,0.637,111.6,0.926,115.8,NAN,NAN
2019-05-25_12:00:00,0.954,64.4,1.258,101.8,NAN,NAN
2019-05-25_13:00:00,0.728,104.8,0.535,107.5,NAN,NAN
2019-05-25_14:00:00,1.220,232.3,0.467,220.2,NAN,NAN
2019-05-25_15:00:00,0.996,245.7,0.449,239.7,NAN,NAN
2019-05-25_16:00:00,0.719,268.2,0.353,167.6,NAN,NAN
2019-05-25_17:00:00,0.756,277.4,0.087,222.7,NAN,NAN
2019-05-25_18:00:00,0.848,301.5,0.231,257.9,NAN,NAN
2019-05-25_19:00:00,0.988,357.3,0.384,349.1,NAN,NAN
2019-05-25_20:00:00,0.701,275.9,0.082,316.6,NAN,NAN
2019-05-25_21:00:00,0.502,229.6,0.332,268.4,NAN,NAN
2019-05-25_22:00:00,0.771,237.4,0.394,256.8,NAN,NAN
2019-05-25_23:00:00,1.151,217.6,0.485,244.1,NAN,NAN
2019-05-26_00:00:00,1.732,230.1,1.842,266.7,NAN,NAN
2019-05-26_01:00:00,3.136,258.8,3.177,271.3,NAN,NAN
2019-05-26_02:00:00,3.663,250.2,3.683,262.9,NAN,NAN
2019-05-26_03:00:00,4.265,245.5,4.208,259.0,NAN,NAN
2019-05-26_04:00:00,3.890,252.1,4.013,258.1,NAN,NAN
2019-05-26_05:00:00,2.976,241.1,3.041,249.1,NAN,NAN
2019-05-26_06:00:00,2.815,212.0,2.863,226.0,NAN,NAN
2019-05-26_07:00:00,2.125,215.4,2.267,221.3,NAN,NAN
2019-05-26_08:00:00,1.549,200.8,1.393,201.8,NAN,NAN
2019-05-26_09:00:00,1.628,193.9,1.661,201.9,NAN,NAN
2019-05-26_10:00:00,1.103,210.4,1.330,192.7,NAN,NAN
2019-05-26_11:00:00,0.666,257.0,0.394,278.6,NAN,NAN
2019-05-26_12:00:00,0.745,33.0,0.355,267.9,NAN,NAN
2019-05-26_13:00:00,0.660,205.4,1.730,178.7,NAN,NAN
2019-05-26_14:00:00,0.916,116.8,1.534,130.1,NAN,NAN
2019-05-26_15:00:00,1.013,50.1,0.831,119.0,NAN,NAN
2019-05-26_16:00:00,1.615,44.7,0.777,114.7,NAN,NAN
2019-05-26_17:00:00,0.691,239.4,0.995,184.1,NAN,NAN
2019-05-26_18:00:00,1.800,252.0,2.370,243.0,NAN,NAN
2019-05-26_19:00:00,2.994,278.1,3.697,272.6,NAN,NAN
2019-05-26_20:00:00,5.080,283.8,4.832,283.7,NAN,NAN
2019-05-26_21:00:00,4.963,290.1,5.584,289.1,NAN,NAN
2019-05-26_22:00:00,5.085,294.5,6.124,297.6,NAN,NAN
2019-05-26_23:00:00,4.766,290.3,5.026,287.7,NAN,NAN
2019-05-27_00:00:00,4.839,285.5,5.101,292.5,NAN,NAN
2019-05-27_01:00:00,3.693,271.2,3.582,277.6,NAN,NAN
2019-05-27_02:00:00,4.394,223.4,4.315,238.3,NAN,NAN
2019-05-27_03:00:00,4.163,211.2,4.385,214.1,NAN,NAN
2019-05-27_04:00:00,4.851,219.5,5.340,225.7,NAN,NAN
2019-05-27_05:00:00,4.922,224.2,5.146,229.5,NAN,NAN
2019-05-27_06:00:00,6.351,238.2,6.251,245.2,NAN,NAN
2019-05-27_07:00:00,4.743,227.0,4.545,236.9,NAN,NAN
2019-05-27_08:00:00,4.271,226.8,4.772,229.4,NAN,NAN
2019-05-27_09:00:00,3.326,213.8,4.221,214.1,NAN,NAN
2019-05-27_10:00:00,3.436,223.7,4.503,221.2,NAN,NAN
2019-05-27_11:00:00,3.944,256.9,4.187,256.4,NAN,NAN
2019-05-27_12:00:00,2.618,338.4,2.844,334.8,NAN,NAN
2019-05-27_13:00:00,1.668,315.3,1.874,334.6,NAN,NAN
2019-05-27_14:00:00,2.188,296.0,2.098,287.6,NAN,NAN
2019-05-27_15:00:00,0.907,314.6,0.923,300.7,NAN,NAN
2019-05-27_16:00:00,0.926,8.3,0.251,89.2,NAN,NAN
2019-05-27_17:00:00,0.554,90.9,0.275,113.3,NAN,NAN
2019-05-27_18:00:00,1.265,317.3,1.204,310.1,NAN,NAN
2019-05-27_19:00:00,1.813,31.3,1.713,359.7,NAN,NAN
2019-05-27_20:00:00,2.467,5.5,0.860,12.6,NAN,NAN
2019-05-27_21:00:00,3.117,21.9,2.797,21.6,NAN,NAN
2019-05-27_22:00:00,3.441,40.0,3.790,47.5,NAN,NAN
2019-05-27_23:00:00,3.409,51.7,4.013,53.5,NAN,NAN
2019-05-28_00:00:00,7.126,72.3,8.286,70.2,NAN,NAN
2019-05-28_01:00:00,7.584,71.7,8.938,71.3,NAN,NAN
2019-05-28_02:00:00,8.249,69.1,9.428,68.4,NAN,NAN
2019-05-28_03:00:00,8.777,73.2,9.990,71.2,NAN,NAN
2019-05-28_04:00:00,7.842,73.3,8.766,70.3,NAN,NAN
2019-05-28_05:00:00,7.250,70.8,8.198,68.9,NAN,NAN
2019-05-28_06:00:00,8.407,68.7,9.438,66.8,NAN,NAN
2019-05-28_07:00:00,8.563,70.0,9.582,68.5,NAN,NAN
2019-05-28_08:00:00,8.248,72.6,9.768,70.9,NAN,NAN
2019-05-28_09:00:00,8.536,73.4,9.641,70.4,NAN,NAN
2019-05-28_10:00:00,8.939,75.0,10.089,73.0,NAN,NAN
2019-05-28_11:00:00,9.098,74.7,10.272,72.3,NAN,NAN
2019-05-28_12:00:00,9.147,73.1,10.333,71.6,NAN,NAN
2019-05-28_13:00:00,8.954,71.5,10.129,71.3,NAN,NAN
2019-05-28_14:00:00,9.263,72.7,10.608,71.0,NAN,NAN
2019-05-28_15:00:00,8.023,68.9,9.447,68.6,NAN,NAN
2019-05-28_16:00:00,8.268,65.6,9.361,65.2,NAN,NAN
2019-05-28_17:00:00,7.788,62.0,8.805,62.9,NAN,NAN
2019-05-28_18:00:00,7.378,55.5,9.001,55.6,NAN,NAN
2019-05-28_19:00:00,6.426,50.8,8.135,48.8,NAN,NAN
2019-05-28_20:00:00,6.876,53.2,8.455,52.0,NAN,NAN
2019-05-28_21:00:00,6.526,50.1,8.333,49.8,NAN,NAN
2019-05-28_22:00:00,6.231,54.9,7.919,55.2,NAN,NAN
2019-05-28_23:00:00,6.428,59.2,7.127,61.4,NAN,NAN
2019-05-29_00:00:00,7.123,63.0,8.167,63.7,NAN,NAN
2019-05-29_01:00:00,7.232,66.5,8.046,64.8,NAN,NAN
2019-05-29_02:00:00,7.651,69.4,8.207,66.6,NAN,NAN
2019-05-29_03:00:00,7.659,65.4,8.045,64.7,NAN,NAN
2019-05-29_04:00:00,7.711,64.2,8.555,63.0,NAN,NAN
2019-05-29_05:00:00,8.420,73.6,9.359,69.8,NAN,NAN
2019-05-29_06:00:00,7.371,73.7,8.382,72.1,NAN,NAN
2019-05-29_07:00:00,7.582,79.5,8.563,75.5,NAN,NAN
2019-05-29_08:00:00,7.580,78.6,8.637,75.9,NAN,NAN
