Date/Time,V10,D10,V70,D70,V80,D80
2019-05-29_09:00:00,6.702,76.6,8.015,74.6,NAN,NAN
2019-05-29_10:00:00,5.973,75.8,7.245,73.5,NAN,NAN
2019-05-29_11:00:00,5.677,74.2,6.842,72.3,NAN,NAN
2019-05-29_12:00:00,5.049,70.3,6.010,69.6,NAN,NAN
2019-05-29_13:00:00,4.750,73.7,5.717,71.9,NAN,NAN
2019-05-29_14:00:00,4.524,64.4,5.343,64.5,NAN,NAN
2019-05-29_15:00:00,4.864,57.3,6.058,59.1,NAN,NAN
2019-05-29_16:00:00,5.172,51.1,6.825,49.5,NAN,NAN
2019-05-29_17:00:00,5.232,49.3,7.337,47.7,NAN,NAN
2019-05-29_18:00:00,4.624,48.3,6.705,47.5,NAN,NAN
2019-05-29_19:00:00,4.539,41.1,6.057,44.3,NAN,NAN
2019-05-29_20:00:00,4.608,46.3,6.881,46.0,NAN,NAN
2019-05-29_21:00:00,5.073,48.9,7.223,49.3,NAN,NAN
2019-05-29_22:00:00,4.796,47.9,6.393,45.8,NAN,NAN
2019-05-29_23:00:00,4.391,52.3,5.080,42.9,NAN,NAN
2019-05-30_00:00:00,4.305,52.2,4.791,47.3,NAN,NAN
2019-05-30_01:00:00,5.222,58.0,5.717,55.8,NAN,NAN
2019-05-30_02:00:00,4.668,57.9,4.897,53.2,NAN,NAN
2019-05-30_03:00:00,3.681,56.1,3.931,50.5,NAN,NAN
2019-05-30_04:00:00,2.891,59.8,3.131,58.9,NAN,NAN
2019-05-30_05:00:00,2.568,71.3,2.889,67.8,NAN,NAN
2019-05-30_06:00:00,3.763,103.2,3.952,99.9,NAN,NAN
2019-05-30_07:00:00,4.029,134.9,4.176,127.8,NAN,NAN
2019-05-30_08:00:00,2.885,139.1,3.014,133.1,NAN,NAN
2019-05-30_09:00:00,1.813,161.5,2.546,154.8,NAN,NAN
2019-05-30_10:00:00,1.778,163.4,2.416,149.8,NAN,NAN
2019-05-30_11:00:00,1.004,168.3,1.274,155.6,NAN,NAN
2019-05-30_12:00:00,0.742,116.1,0.339,127.6,NAN,NAN
2019-05-30_13:00:00,0.308,78.7,0.000,180.0,NAN,NAN
2019-05-30_14:00:00,0.430,36.3,0.063,122.8,NAN,NAN
2019-05-30_15:00:00,0.483,294.2,0.000,180.0,NAN,NAN
2019-05-30_16:00:00,1.080,281.1,0.656,276.4,NAN,NAN
2019-05-30_17:00:00,0.911,295.1,0.957,287.4,NAN,NAN
2019-05-30_18:00:00,0.780,282.0,0.839,311.9,NAN,NAN
2019-05-30_19:00:00,0.855,278.4,0.827,265.9,NAN,NAN
2019-05-30_20:00:00,1.934,276.1,2.635,264.7,NAN,NAN
2019-05-30_21:00:00,2.178,288.5,2.334,286.7,NAN,NAN
2019-05-30_22:00:00,2.631,284.3,2.837,288.5,NAN,NAN
2019-05-30_23:00:00,2.843,276.8,2.588,276.1,NAN,NAN
2019-05-31_00:00:00,3.027,268.9,2.699,272.2,NAN,NAN
2019-05-31_01:00:00,3.383,226.6,3.499,240.7,NAN,NAN
2019-05-31_02:00:00,4.251,240.6,4.290,240.8,NAN,NAN
2019-05-31_03:00:00,4.402,228.0,4.337,239.5,NAN,NAN
2019-05-31_04:00:00,3.775,242.0,3.721,237.7,NAN,NAN
2019-05-31_05:00:00,5.492,237.3,4.969,245.4,NAN,NAN
2019-05-31_06:00:00,4.927,228.7,4.229,248.4,NAN,NAN
2019-05-31_07:00:00,4.066,226.4,4.171,237.5,NAN,NAN
2019-05-31_08:00:00,5.486,245.0,5.275,241.3,NAN,NAN
2019-05-31_09:00:00,3.535,231.0,3.549,237.2,NAN,NAN
2019-05-31_10:00:00,2.191,212.2,2.749,215.5,NAN,NAN
2019-05-31_11:00:00,2.304,106.9,3.194,116.2,NAN,NAN
2019-05-31_12:00:00,2.770,94.7,3.776,103.2,NAN,NAN
2019-05-31_13:00:00,3.739,85.7,4.240,88.1,NAN,NAN
2019-05-31_14:00:00,3.832,88.3,4.698,91.9,NAN,NAN
2019-05-31_15:00:00,4.198,83.0,4.911,84.8,NAN,NAN
2019-05-31_16:00:00,3.717,69.4,4.009,74.5,NAN,NAN
2019-05-31_17:00:00,4.092,58.0,4.241,57.8,NAN,NAN
2019-05-31_18:00:00,4.374,53.9,4.880,54.9,NAN,NAN
2019-05-31_19:00:00,5.140,52.9,6.027,53.9,NAN,NAN
2019-05-31_20:00:00,4.774,49.4,5.647,50.8,NAN,NAN
2019-05-31_21:00:00,4.356,49.5,5.031,50.5,NAN,NAN
2019-05-31_22:00:00,4.429,48.0,5.119,49.4,NAN,NAN
2019-05-31_23:00:00,4.673,52.3,5.485,53.8,NAN,NAN
2019-06-01_00:00:00,4.331,54.8,4.430,54.6,NAN,NAN
2019-06-01_01:00:00,3.434,55.6,3.656,52.7,NAN,NAN
2019-06-01_02:00:00,2.503,59.6,2.640,65.9,NAN,NAN
2019-06-01_03:00:00,1.399,55.6,1.188,46.7,NAN,NAN
2019-06-01_04:00:00,1.411,113.3,1.229,93.8,NAN,NAN
2019-06-01_05:00:00,1.510,104.8,1.368,102.7,NAN,NAN
2019-06-01_06:00:00,1.350,130.0,1.145,107.1,NAN,NAN
2019-06-01_07:00:00,1.002,116.7,0.635,110.9,NAN,NAN
2019-06-01_08:00:00,1.098,153.4,0.864,157.4,NAN,NAN
2019-06-01_09:00:00,1.376,94.3,1.045,86.1,NAN,NAN
2019-06-01_10:00:00,1.178,92.5,1.046,92.2,NAN,NAN
2019-06-01_11:00:00,1.717,112.3,1.858,107.9,NAN,NAN
2019-06-01_12:00:00,1.769,88.4,2.083,100.0,NAN,NAN
2019-06-01_13:00:00,2.064,85.1,2.370,96.3,NAN,NAN
2019-06-01_14:00:00,2.657,38.2,2.330,50.2,NAN,NAN
2019-06-01_15:00:00,2.174,44.5,1.461,73.3,NAN,NAN
2019-06-01_16:00:00,1.662,50.5,0.451,79.3,NAN,NAN
2019-06-01_17:00:00,0.879,284.4,1.400,274.7,NAN,NAN
2019-06-01_18:00:00,2.262,269.2,2.224,269.4,NAN,NAN
2019-06-01_19:00:00,1.593,269.2,2.371,288.7,NAN,NAN
2019-06-01_20:00:00,1.077,233.9,1.946,285.7,NAN,NAN
2019-06-01_21:00:00,0.347,172.0,0.480,257.2,NAN,NAN
2019-06-01_22:00:00,1.019,59.7,0.004,237.5,NAN,NAN
2019-06-01_23:00:00,0.783,84.5,0.282,250.0,NAN,NAN
2019-06-02_00:00:00,0.850,102.2,0.276,104.6,NAN,NAN
2019-06-02_01:00:00,0.756,166.6,0.107,145.5,NAN,NAN
2019-06-02_02:00:00,1.007,162.7,0.683,182.6,NAN,NAN
2019-06-02_03:00:00,2.181,241.6,2.561,252.2,NAN,NAN
2019-06-02_04:00:00,3.615,240.0,3.976,253.9,NAN,NAN
2019-06-02_05:00:00,4.406,238.8,4.944,250.2,NAN,NAN
2019-06-02_06:00:00,4.943,240.6,5.359,249.8,NAN,NAN
2019-06-02_07:00:00,5.192,241.1,5.583,249.6,NAN,NAN
2019-06-02_08:00:00,5.812,240.2,6.543,250.7,NAN,NAN
2019-06-02_09:00:00,5.269,253.4,6.059,254.7,NAN,NAN
2019-06-02_10:00:00,3.625,341.6,4.337,347.7,NAN,NAN
2019-06-02_11:00:00,2.626,325.3,4.091,333.2,NAN,NAN
2019-06-02_12:00:00,2.405,343.0,3.681,347.2,NAN,NAN
2019-06-02_13:00:00,1.818,21.4,2.430,350.5,NAN,NAN
2019-06-02_14:00:00,1.503,273.2,2.811,300.7,NAN,NAN
2019-06-02_15:00:00,1.537,182.0,1.657,183.9,NAN,NAN
2019-06-02_16:00:00,0.783,330.4,1.085,299.9,NAN,NAN
2019-06-02_17:00:00,1.477,68.6,0.886,336.0,NAN,NAN
2019-06-02_18:00:00,2.399,82.2,1.894,80.0,NAN,NAN
2019-06-02_19:00:00,1.130,63.3,0.410,71.2,NAN,NAN
2019-06-02_20:00:00,0.797,37.0,0.000,180.0,NAN,NAN
2019-06-02_21:00:00,0.967,267.8,1.461,234.2,NAN,NAN
2019-06-02_22:00:00,2.141,257.7,2.457,270.6,NAN,NAN
2019-06-02_23:00:00,2.860,259.5,3.260,263.6,NAN,NAN
2019-06-03_00:00:00,3.815,265.3,3.875,265.7,NAN,NAN
2019-06-03_01:00:00,3.485,257.3,3.301,257.3,NAN,NAN
2019-06-03_02:00:00,4.883,238.3,5.470,247.4,NAN,NAN
2019-06-03_03:00:00,7.507,239.8,8.626,246.7,NAN,NAN
2019-06-03_04:00:00,7.746,240.8,8.302,252.3,NAN,NAN
2019-06-03_05:00:00,7.415,264.5,7.223,266.4,NAN,NAN
2019-06-03_06:00:00,6.763,275.9,6.740,282.2,NAN,NAN
2019-06-03_07:00:00,4.186,263.6,4.045,262.2,NAN,NAN
2019-06-03_08:00:00,4.512,260.8,4.227,263.9,NAN,NAN
2019-06-03_09:00:00,4.040,251.8,4.183,256.6,NAN,NAN
2019-06-03_10:00:00,4.698,252.0,5.139,253.4,NAN,NAN
2019-06-03_11:00:00,4.916,250.9,5.295,255.8,NAN,NAN
2019-06-03_12:00:00,5.069,265.8,5.022,261.6,NAN,NAN
2019-06-03_13:00:00,4.842,268.9,4.949,262.0,NAN,NAN
2019-06-03_14:00:00,4.938,257.5,5.137,260.5,NAN,NAN
2019-06-03_15:00:00,5.102,268.5,5.245,265.0,NAN,NAN
2019-06-03_16:00:00,5.964,273.9,5.317,274.0,NAN,NAN
2019-06-03_17:00:00,5.490,276.3,5.235,277.5,NAN,NAN
2019-06-03_18:00:00,5.485,267.9,5.245,272.0,NAN,NAN
2019-06-03_19:00:00,5.580,268.7,5.362,266.5,NAN,NAN
2019-06-03_20:00:00,4.513,270.7,4.477,267.5,NAN,NAN
2019-06-03_21:00:00,3.648,284.9,3.322,276.5,NAN,NAN
2019-06-03_22:00:00,4.417,290.7,4.535,291.2,NAN,NAN
2019-06-03_23:00:00,2.700,289.1,3.254,300.3,NAN,NAN
2019-06-04_00:00:00,1.779,185.9,1.133,201.0,NAN,NAN
2019-06-04_01:00:00,2.784,214.8,2.525,223.4,NAN,NAN
2019-06-04_02:00:00,3.105,228.0,3.023,240.5,NAN,NAN
2019-06-04_03:00:00,3.791,223.4,3.680,235.1,NAN,NAN
2019-06-04_04:00:00,3.398,226.0,3.362,234.9,NAN,NAN
2019-06-04_05:00:00,3.224,219.7,3.249,230.3,NAN,NAN
2019-06-04_06:00:00,4.336,220.3,4.347,227.7,NAN,NAN
2019-06-04_07:00:00,4.511,222.2,5.525,220.8,NAN,NAN
2019-06-04_08:00:00,4.435,224.8,5.495,227.5,NAN,NAN
2019-06-04_09:00:00,4.449,237.6,5.392,236.9,NAN,NAN
2019-06-04_10:00:00,4.207,240.3,4.976,233.8,NAN,NAN
2019-06-04_11:00:00,4.009,238.2,4.645,234.1,NAN,NAN
2019-06-04_12:00:00,4.635,246.4,5.371,244.1,NAN,NAN
2019-06-04_13:00:00,4.699,243.9,5.349,252.7,NAN,NAN
2019-06-04_14:00:00,3.022,259.1,3.004,262.3,NAN,NAN
2019-06-04_15:00:00,2.386,250.5,2.366,254.1,NAN,NAN
2019-06-04_16:00:00,2.808,259.1,2.647,259.5,NAN,NAN
2019-06-04_17:00:00,2.288,247.2,2.625,255.2,NAN,NAN
2019-06-04_18:00:00,2.214,262.5,2.208,263.8,NAN,NAN
2019-06-04_19:00:00,2.776,265.6,2.510,267.3,NAN,NAN
2019-06-04_20:00:00,3.083,258.0,3.184,262.3,NAN,NAN
2019-06-04_21:00:00,3.075,239.4,3.384,249.8,NAN,NAN
2019-06-04_22:00:00,2.480,265.0,2.283,264.2,NAN,NAN
2019-06-04_23:00:00,3.526,268.6,3.290,264.8,NAN,NAN
2019-06-05_00:00:00,2.757,263.5,2.248,265.1,NAN,NAN
2019-06-05_01:00:00,2.449,245.4,2.229,249.2,NAN,NAN
2019-06-05_02:00:00,3.420,214.6,3.457,223.0,NAN,NAN
2019-06-05_03:00:00,4.093,211.7,3.824,227.2,NAN,NAN
2019-06-05_04:00:00,4.227,216.1,3.917,226.3,NAN,NAN
2019-06-05_05:00:00,4.632,227.1,4.752,229.5,NAN,NAN
2019-06-05_06:00:00,4.501,230.2,5.205,228.2,NAN,NAN
2019-06-05_07:00:00,4.309,223.4,4.784,225.6,NAN,NAN
2019-06-05_08:00:00,3.628,223.9,4.337,232.8,NAN,NAN
2019-06-05_09:00:00,3.187,226.2,3.491,235.7,NAN,NAN
2019-06-05_10:00:00,4.681,243.1,5.252,250.0,NAN,NAN
2019-06-05_11:00:00,4.525,245.1,4.958,250.1,NAN,NAN
2019-06-05_12:00:00,3.992,252.1,4.161,255.3,NAN,NAN
2019-06-05_13:00:00,3.224,235.5,3.620,239.9,NAN,NAN
2019-06-05_14:00:00,3.231,235.2,3.633,235.4,NAN,NAN
2019-06-05_15:00:00,3.522,241.3,3.865,239.4,NAN,NAN
2019-06-05_16:00:00,5.378,247.8,6.203,253.8,NAN,NAN
2019-06-05_17:00:00,5.022,276.8,4.674,265.9,NAN,NAN
2019-06-05_18:00:00,5.602,275.4,5.057,270.9,NAN,NAN
2019-06-05_19:00:00,5.431,272.6,5.054,270.7,NAN,NAN
2019-06-05_20:00:00,4.978,274.7,4.467,267.8,NAN,NAN
2019-06-05_21:00:00,6.164,274.6,5.168,272.0,NAN,NAN
2019-06-05_22:00:00,6.143,274.0,5.602,275.3,NAN,NAN
2019-06-05_23:00:00,4.896,273.8,4.503,280.1,NAN,NAN
2019-06-06_00:00:00,4.845,260.0,4.370,261.5,NAN,NAN
2019-06-06_01:00:00,5.369,270.9,4.938,267.3,NAN,NAN
2019-06-06_02:00:00,4.524,264.6,4.279,268.2,NAN,NAN
2019-06-06_03:00:00,5.193,258.9,5.003,263.2,NAN,NAN
2019-06-06_04:00:00,4.883,240.0,4.815,249.7,NAN,NAN
2019-06-06_05:00:00,4.860,238.4,4.854,251.0,NAN,NAN
2019-06-06_06:00:00,4.646,238.2,4.655,250.9,NAN,NAN
2019-06-06_07:00:00,5.025,250.2,4.745,251.3,NAN,NAN
2019-06-06_08:00:00,5.194,240.9,5.856,254.2,NAN,NAN
2019-06-06_09:00:00,5.873,249.9,6.629,254.2,NAN,NAN
2019-06-06_10:00:00,5.754,248.0,6.522,254.3,NAN,NAN
2019-06-06_11:00:00,5.481,265.7,5.694,261.8,NAN,NAN
2019-06-06_12:00:00,5.339,270.7,5.506,265.2,NAN,NAN
2019-06-06_13:00:00,6.242,263.4,6.558,263.2,NAN,NAN
2019-06-06_14:00:00,6.783,271.2,6.650,264.2,NAN,NAN
2019-06-06_15:00:00,5.805,270.3,5.950,267.1,NAN,NAN
2019-06-06_16:00:00,5.620,259.8,5.590,261.5,NAN,NAN
2019-06-06_17:00:00,6.169,268.7,6.047,263.7,NAN,NAN
2019-06-06_18:00:00,5.290,257.2,4.984,261.1,NAN,NAN
2019-06-06_19:00:00,3.853,257.2,3.788,257.1,NAN,NAN
2019-06-06_20:00:00,3.996,242.9,4.705,252.2,NAN,NAN
2019-06-06_21:00:00,5.017,265.0,5.010,261.9,NAN,NAN
2019-06-06_22:00:00,5.475,262.1,5.328,262.5,NAN,NAN
2019-06-06_23:00:00,5.707,260.7,5.652,261.2,NAN,NAN
2019-06-07_00:00:00,5.668,263.8,5.377,263.4,NAN,NAN
2019-06-07_01:00:00,5.469,263.5,5.074,265.3,NAN,NAN
2019-06-07_02:00:00,4.386,268.0,3.955,263.5,NAN,NAN
2019-06-07_03:00:00,5.520,232.1,5.330,248.3,NAN,NAN
2019-06-07_04:00:00,5.492,237.9,6.013,249.3,NAN,NAN
2019-06-07_05:00:00,4.836,253.2,5.059,256.1,NAN,NAN
2019-06-07_06:00:00,4.734,261.4,4.436,257.4,NAN,NAN
2019-06-07_07:00:00,4.086,260.2,3.985,257.3,NAN,NAN
2019-06-07_08:00:00,5.143,258.9,5.274,255.8,NAN,NAN
2019-06-07_09:00:00,5.020,255.4,5.248,256.4,NAN,NAN
2019-06-07_10:00:00,5.097,264.7,4.858,261.7,NAN,NAN
2019-06-07_11:00:00,5.640,263.3,5.554,264.1,NAN,NAN
2019-06-07_12:00:00,6.026,273.0,5.616,266.5,NAN,NAN
2019-06-07_13:00:00,5.122,264.2,5.283,261.6,NAN,NAN
2019-06-07_14:00:00,5.165,269.3,5.118,262.2,NAN,NAN
2019-06-07_15:00:00,5.981,265.5,5.832,264.9,NAN,NAN
2019-06-07_16:00:00,5.611,268.9,5.260,262.3,NAN,NAN
2019-06-07_17:00:00,6.393,265.3,6.290,264.3,NAN,NAN
2019-06-07_18:00:00,5.799,257.6,5.888,264.1,NAN,NAN
2019-06-07_19:00:00,5.057,253.2,5.031,255.8,NAN,NAN
2019-06-07_20:00:00,5.123,252.4,5.374,258.0,NAN,NAN
2019-06-07_21:00:00,4.424,271.1,4.079,263.3,NAN,NAN
2019-06-07_22:00:00,3.282,259.0,3.226,261.2,NAN,NAN
2019-06-07_23:00:00,3.212,249.6,3.047,253.8,NAN,NAN
2019-06-08_00:00:00,2.840,253.9,2.625,256.3,NAN,NAN
2019-06-08_01:00:00,3.882,237.9,3.462,245.8,NAN,NAN
2019-06-08_02:00:00,3.722,257.1,3.136,260.6,NAN,NAN
2019-06-08_03:00:00,3.981,235.0,4.119,239.0,NAN,NAN
2019-06-08_04:00:00,7.576,241.8,7.412,244.9,NAN,NAN
2019-06-08_05:00:00,6.328,242.9,6.610,244.2,NAN,NAN
2019-06-08_06:00:00,6.197,242.8,6.143,250.9,NAN,NAN
2019-06-08_07:00:00,6.740,239.2,6.889,249.6,NAN,NAN
2019-06-08_08:00:00,6.578,246.9,6.826,255.7,NAN,NAN
2019-06-08_09:00:00,5.491,241.2,6.140,251.8,NAN,NAN
2019-06-08_10:00:00,6.023,245.0,6.681,251.4,NAN,NAN
2019-06-08_11:00:00,6.089,241.7,7.015,248.7,NAN,NAN
2019-06-08_12:00:00,5.878,242.2,7.046,247.9,NAN,NAN
2019-06-08_13:00:00,5.844,238.7,6.849,250.8,NAN,NAN
2019-06-08_14:00:00,6.787,242.7,7.687,248.3,NAN,NAN
2019-06-08_15:00:00,6.482,240.8,7.113,250.8,NAN,NAN
2019-06-08_16:00:00,6.746,240.7,7.532,250.7,NAN,NAN
2019-06-08_17:00:00,6.222,244.5,6.919,253.7,NAN,NAN
2019-06-08_18:00:00,7.711,243.2,8.795,247.9,NAN,NAN
2019-06-08_19:00:00,6.496,246.2,6.839,255.2,NAN,NAN
2019-06-08_20:00:00,5.773,256.6,5.683,257.6,NAN,NAN
2019-06-08_21:00:00,5.212,248.7,5.582,255.1,NAN,NAN
2019-06-08_22:00:00,5.194,257.9,5.395,258.4,NAN,NAN
2019-06-08_23:00:00,6.280,259.8,6.257,262.5,NAN,NAN
2019-06-09_00:00:00,5.152,261.8,5.148,263.9,NAN,NAN
2019-06-09_01:00:00,4.827,269.0,4.629,264.4,NAN,NAN
2019-06-09_02:00:00,5.156,247.0,5.241,253.1,NAN,NAN
2019-06-09_03:00:00,7.965,232.2,7.709,246.1,NAN,NAN
2019-06-09_04:00:00,7.988,234.1,8.895,243.2,NAN,NAN
2019-06-09_05:00:00,8.816,233.5,9.488,244.6,NAN,NAN
2019-06-09_06:00:00,9.161,233.6,9.976,249.1,NAN,NAN
2019-06-09_07:00:00,8.243,237.8,8.859,249.2,NAN,NAN
2019-06-09_08:00:00,8.206,236.0,9.186,246.1,NAN,NAN
2019-06-09_09:00:00,7.456,236.8,8.597,244.6,NAN,NAN
2019-06-09_10:00:00,6.136,240.0,7.304,249.0,NAN,NAN
2019-06-09_11:00:00,5.472,250.7,5.792,254.4,NAN,NAN
2019-06-09_12:00:00,4.611,247.5,4.765,254.4,NAN,NAN
2019-06-09_13:00:00,4.730,259.0,4.766,259.3,NAN,NAN
2019-06-09_14:00:00,4.852,263.1,5.044,264.7,NAN,NAN
2019-06-09_15:00:00,4.242,260.2,4.343,258.4,NAN,NAN
2019-06-09_16:00:00,4.653,259.6,4.807,261.9,NAN,NAN
2019-06-09_17:00:00,4.998,263.2,4.964,264.1,NAN,NAN
2019-06-09_18:00:00,5.641,262.1,5.678,262.0,NAN,NAN
2019-06-09_19:00:00,5.242,267.7,5.566,263.7,NAN,NAN
2019-06-09_20:00:00,5.242,260.7,5.031,262.5,NAN,NAN
2019-06-09_21:00:00,5.422,260.9,5.361,259.7,NAN,NAN
2019-06-09_22:00:00,5.496,242.1,5.767,253.3,NAN,NAN
2019-06-09_23:00:00,7.076,242.7,7.472,253.2,NAN,NAN
2019-06-10_00:00:00,6.364,268.3,6.090,270.6,NAN,NAN
2019-06-10_01:00:00,5.132,274.8,5.266,282.0,NAN,NAN
2019-06-10_02:00:00,3.525,282.8,3.668,292.7,NAN,NAN
2019-06-10_03:00:00,3.427,258.8,2.978,263.9,NAN,NAN
2019-06-10_04:00:00,2.938,239.0,2.565,245.8,NAN,NAN
2019-06-10_05:00:00,2.549,231.9,2.620,236.7,NAN,NAN
2019-06-10_06:00:00,2.556,234.3,1.998,235.9,NAN,NAN
2019-06-10_07:00:00,2.572,215.9,2.354,224.8,NAN,NAN
2019-06-10_08:00:00,3.315,239.7,3.055,243.1,NAN,NAN
2019-06-10_09:00:00,2.924,188.6,3.623,192.5,NAN,NAN
2019-06-10_10:00:00,1.697,126.5,1.846,172.3,NAN,NAN
2019-06-10_11:00:00,2.260,202.4,2.336,217.5,NAN,NAN
2019-06-10_12:00:00,3.722,19.9,4.077,0.7,NAN,NAN
2019-06-10_13:00:00,3.780,15.8,2.826,359.3,NAN,NAN
2019-06-10_14:00:00,4.190,25.7,3.800,18.6,NAN,NAN
2019-06-10_15:00:00,4.501,37.0,4.540,43.4,NAN,NAN
2019-06-10_16:00:00,5.418,31.5,5.514,29.6,NAN,NAN
2019-06-10_17:00:00,5.710,38.0,6.406,39.1,NAN,NAN
2019-06-10_18:00:00,5.989,30.8,6.580,33.0,NAN,NAN
2019-06-10_19:00:00,5.481,38.2,5.990,41.0,NAN,NAN
2019-06-10_20:00:00,4.847,45.1,6.282,44.4,NAN,NAN
2019-06-10_21:00:00,5.325,48.7,7.422,49.1,NAN,NAN
2019-06-10_22:00:00,6.561,48.7,8.309,48.6,NAN,NAN
2019-06-10_23:00:00,5.917,48.1,6.996,47.7,NAN,NAN
2019-06-11_00:00:00,6.132,53.1,7.267,57.1,NAN,NAN
2019-06-11_01:00:00,4.690,52.8,5.856,56.4,NAN,NAN
2019-06-11_02:00:00,3.538,66.5,4.319,66.6,NAN,NAN
2019-06-11_03:00:00,6.151,78.7,7.227,77.7,NAN,NAN
2019-06-11_04:00:00,5.845,81.2,6.668,80.7,NAN,NAN
2019-06-11_05:00:00,5.074,83.3,5.864,82.8,NAN,NAN
2019-06-11_06:00:00,4.660,104.5,5.967,101.8,NAN,NAN
2019-06-11_07:00:00,4.709,85.2,5.440,83.4,NAN,NAN
2019-06-11_08:00:00,5.228,83.3,6.107,86.0,NAN,NAN
2019-06-11_09:00:00,4.900,85.9,5.977,85.1,NAN,NAN
2019-06-11_10:00:00,4.594,79.6,5.537,81.0,NAN,NAN
2019-06-11_11:00:00,4.280,77.7,5.254,79.3,NAN,NAN
2019-06-11_12:00:00,3.614,64.3,4.376,66.6,NAN,NAN
2019-06-11_13:00:00,4.292,58.8,5.139,62.8,NAN,NAN
2019-06-11_14:00:00,4.316,64.1,5.186,66.9,NAN,NAN
2019-06-11_15:00:00,4.725,64.4,5.549,65.7,NAN,NAN
2019-06-11_16:00:00,5.601,76.4,6.806,73.6,NAN,NAN
2019-06-11_17:00:00,4.897,71.0,5.694,70.6,NAN,NAN
2019-06-11_18:00:00,5.589,63.9,6.641,65.2,NAN,NAN
2019-06-11_19:00:00,5.618,58.3,6.575,61.7,NAN,NAN
2019-06-11_20:00:00,5.995,60.2,6.981,64.0,NAN,NAN
2019-06-11_21:00:00,5.581,63.3,6.646,65.5,NAN,NAN
2019-06-11_22:00:00,5.932,62.7,6.998,63.7,NAN,NAN
2019-06-11_23:00:00,6.161,60.9,7.069,63.5,NAN,NAN
2019-06-12_00:00:00,5.549,59.6,6.455,62.2,NAN,NAN
2019-06-12_01:00:00,5.706,56.3,6.954,56.9,NAN,NAN
2019-06-12_02:00:00,4.666,51.1,6.160,53.7,NAN,NAN
2019-06-12_03:00:00,4.689,56.3,5.863,56.8,NAN,NAN
2019-06-12_04:00:00,5.222,54.8,6.356,58.3,NAN,NAN
2019-06-12_05:00:00,5.268,68.8,6.242,69.1,NAN,NAN
2019-06-12_06:00:00,4.914,73.4,6.303,72.3,NAN,NAN
2019-06-12_07:00:00,4.620,72.7,5.330,71.1,NAN,NAN
2019-06-12_08:00:00,5.292,72.9,6.244,72.1,NAN,NAN
2019-06-12_09:00:00,5.211,77.4,6.481,77.6,NAN,NAN
2019-06-12_10:00:00,4.200,71.9,4.998,72.0,NAN,NAN
2019-06-12_11:00:00,3.800,69.7,4.218,71.1,NAN,NAN
2019-06-12_12:00:00,4.201,63.9,4.832,66.9,NAN,NAN
2019-06-12_13:00:00,4.511,60.7,5.321,63.2,NAN,NAN
2019-06-12_14:00:00,4.853,57.9,5.697,62.8,NAN,NAN
2019-06-12_15:00:00,4.564,58.6,5.197,62.3,NAN,NAN
2019-06-12_16:00:00,5.259,54.0,6.278,53.9,NAN,NAN
2019-06-12_17:00:00,5.569,53.2,6.724,55.1,NAN,NAN
2019-06-12_18:00:00,4.924,51.3,6.291,51.5,NAN,NAN
2019-06-12_19:00:00,3.977,48.1,5.012,48.9,NAN,NAN
2019-06-12_20:00:00,3.659,49.6,5.064,50.0,NAN,NAN
2019-06-12_21:00:00,4.778,51.6,6.127,50.4,NAN,NAN
2019-06-12_22:00:00,4.740,50.1,6.006,48.5,NAN,NAN
2019-06-12_23:00:00,4.243,49.5,5.401,45.9,NAN,NAN
2019-06-13_00:00:00,3.896,52.5,5.000,52.3,NAN,NAN
2019-06-13_01:00:00,3.648,49.7,4.603,48.8,NAN,NAN
2019-06-13_02:00:00,4.134,56.2,4.326,54.1,NAN,NAN
2019-06-13_03:00:00,3.238,55.3,3.494,57.6,NAN,NAN
2019-06-13_04:00:00,2.491,47.2,3.011,44.2,NAN,NAN
2019-06-13_05:00:00,3.020,54.2,3.438,52.3,NAN,NAN
2019-06-13_06:00:00,3.560,57.6,3.714,57.5,NAN,NAN
2019-06-13_07:00:00,3.234,55.7,3.564,59.2,NAN,NAN
2019-06-13_08:00:00,2.061,35.9,1.956,30.2,NAN,NAN
2019-06-13_09:00:00,4.502,48.0,5.647,48.7,NAN,NAN
2019-06-13_10:00:00,3.011,40.2,3.418,43.1,NAN,NAN
2019-06-13_11:00:00,3.087,36.6,3.147,46.0,NAN,NAN
2019-06-13_12:00:00,3.134,35.9,3.411,40.7,NAN,NAN
2019-06-13_13:00:00,3.641,31.6,4.344,31.0,NAN,NAN
2019-06-13_14:00:00,4.639,38.5,5.087,35.3,NAN,NAN
2019-06-13_15:00:00,3.664,48.4,3.945,43.8,NAN,NAN
2019-06-13_16:00:00,3.642,50.8,4.257,46.7,NAN,NAN
2019-06-13_17:00:00,2.260,58.0,2.329,70.1,NAN,NAN
2019-06-13_18:00:00,2.336,78.5,2.151,91.1,NAN,NAN
2019-06-13_19:00:00,2.660,61.7,2.977,59.0,NAN,NAN
2019-06-13_20:00:00,3.260,51.3,3.515,54.6,NAN,NAN
2019-06-13_21:00:00,1.996,55.1,1.822,63.2,NAN,NAN
2019-06-13_22:00:00,3.380,54.0,3.739,61.3,NAN,NAN
2019-06-13_23:00:00,2.523,77.0,2.407,76.2,NAN,NAN
2019-06-14_00:00:00,2.891,84.4,3.141,79.1,NAN,NAN
2019-06-14_01:00:00,3.340,113.5,3.517,106.5,NAN,NAN
